0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
September 2028,,,69.78,%,,,48.52,%,,24.49,%,,8.49,%,,,0.00,%,,,0.00,%
October 2028,,,64.79,%,,,43.98,%,,20.48,%,,4.85,%,,,0.00,%,,,0.00,%
November 2028,,,59.76,%,,,39.47,%,,16.57,%,,1.34,%,,,0.00,%,,,0.00,%
December 2028,,,54.70,%,,,34.99,%,,12.76,%,,0.00,%,,,0.00,%,,,0.00,%
January 2029,,,49.61,%,,,30.53,%,,9.04,%,,0.00,%,,,0.00,%,,,0.00,%
February 2029,,,44.48,%,,,26.11,%,,5.42,%,,0.00,%,,,0.00,%,,,0.00,%
March 2029,,,39.32,%,,,21.71,%,,1.90,%,,0.00,%,,,0.00,%,,,0.00,%
April 2029,,,34.12,%,,,17.33,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
May 2029,,,28.89,%,,,12.99,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
June 2029,,,23.65,%,,,8.69,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
July 2029,,,19.39,%,,,5.18,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
August 2029,,,15.83,%,,,2.24,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
September 2029,,,12.25,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
October 2029,,,8.65,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
November 2029,,,5.02,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
December 2029,,,1.37,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
January 2030,,,0.00,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life to Call (years)(1),,,3.38,,,,3.04,,,2.61,,,2.32,,,,2.13,,,,1.69,
Weighted Average Life to Maturity (years)(2),,,3.38,,,,3.04,,,2.61,,,2.32,,,,2.13,,,,1.69,
